Identifier,Competency questions/ Natural language sentence (fact),Answer,LSP associated,Ontology
req721,What states are detected?,"Person posture (e.g. sitting, standing), person localisation (e.g. person in the bedroom, person near the bed), person moving, person having an apnea incidence, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req722,What object related events are detected?,"Phone ringing, fridge open, usage of an object, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req723,What ambient measurements are detected?,"Light level, noise level, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req724,What physiological measurements are detected?,"Heart rate, skin conductance, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req725,What activities are inferred?,"Having meal, preparing meal, leaving the table during a meal, leaving bed at night, taking a nap,",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req726,What are the main types of data considered?,"Observations (i.e. information about the activities/events/states of the monitored person), reports (i.e. manually inputted data made available via questionnaires, clinical consultation, etc.), interpretation result (i.e. interpretations drawn about a person’s behaviour), ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req727,What are the main types of data an observation may refer to?,"Measurements (physiological and ambient), detected events and inferred events",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req728,What types of descriptive information are relevant to an observation?,"The type of data the observation refers to, the time the observation is made available to the system, its plausibility and its provider (i.e. what sensor/processing component made it available to the system)",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req729,What are the main types of data a report may refer to?,"Questionnaires, clinical characteristics, demographic data, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req730,What types of descriptive information are relevant to a report?,"The type of data the report refers to, the time it is made available to the system, its provider (i.e. what sensor/processing component made it available to the system) and (possibly) its plausibility",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req731,What are the main types of data an interpretation result may refer to?,"Problems relevant to functional areas considered, summary information, ...",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req732,What types of descriptive information are relevant to a result?,"The type of data the result refers to, the time the result is made available to the system, its plausibility and its provider (i.e. what sensor/processing component made it available to the system)",LSP-OP-EN,http://www.demcare.eu/results/ontologies
req733,What are the main types of sensors?,Wearable sensors and fixed sensors,LSP-INST-SC-EN,http://www.demcare.eu/results/ontologies
req734,What are the possible types of wearable sensors?,"The Philips Discrete Tensions Indicator (DTI-2), the Tyndall Rev3 Wireless Inertial Measurement Unit sensor (Rev3 WIMU), the GoPro wearable camera, the wearable microphone, ...",LSP-INST-SC-EN,http://www.demcare.eu/results/ontologies
req735,What are the possible types of fixed sensors?,"The Axis P13 static camera, kinect, ...",LSP-INST-SC-EN,http://www.demcare.eu/results/ontologies
req736,What are the possible types processing components?,"The Rev2 WIMU signal processing software component (SPS), DTI-2 ASW, the offline speech analyser component (OSA), the complex activity recognition component (CAR), the semantic interpretation component (SI), ...",LSP-INST-SC-EN,http://www.demcare.eu/results/ontologies
req737,What is a building?,"A building represents a structure that provides shelter for its occupants or contents and stands in one place. The building is also used to provide a basic element within the spatial structure subClassOf for the components of a building project (together with site, storey, and space).",LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req737,What is a building?,"A building represents a structure that provides shelter for its occupants or contents and stands in one place. The building is also used to provide a basic element within the spatial structure subClassOf for the components of a building project (together with site, storey, and space).",LSP-CD-EN,https://w3id.org/def/saref4bldg#
req738,A building can contain devices,,LSP-PW-CONS-COM-CE-EN,https://w3id.org/def/saref4bldg#
req739,What is a shading device?,"Shading devices are purpose built devices to protect from the sunlight, from natural light, or screening them from view. Shading devices can form part of the facade or can be mounted inside the building, they can be fixed or operable.","LSP-CD-EN, LSP-DC-SC-EN",https://w3id.org/def/saref4bldg#
req740,Which properties has a shading device?,"Shading device type, whether the element is external, whether the element is operated mechanically, thermal transmittance, solar transmittance, visible light transmittance, solar reflectance, visible light reflectance, and roughness.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req741,What is an actuator?,"An actuator is a mechanical device for moving or controlling a mechanism or system. An actuator takes energy, usually created by air, electricity, or liquid, and converts that into some kind of motion.",LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req742,What is an alarm?,An alarm is a device that signals the existence of a condition or situation that is outside the boundaries of normal expectation or that activates such a device. Alarms include the provision of break glass buttons and manual pull boxes that are used to activate alarms.,LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req743,What is a controller?,A controller is a device that monitors inputs and controls outputs within a building automation system. A controller may be physical (having placement within a spatial structure) or logical (a software interface or aggregated within a programmable physical controller).,LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req744,What is a flow instrument?,"A flow instrument reads and displays the value of a particular property of a system at a point, or displays the difference in the value of a property between two points. Instrumentation is typically for the purpose of determining the value of the property at a point in time. It is not the purpose of an instrument to record or integrate the values over time (although they may be connected to recording devices that do perform such a function). This entity provides for all forms of mechanical flow instrument (thermometers, pressure gauges etc.) and electrical flow instruments (ammeters, voltmeters etc.)",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req745,What is a sensor?,A sensor is a device that measures a physical quantity and converts it into a signal which can be read by an observer or by an instrument.,LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req746,What is a unitary control element?,"A unitary control element combines a number of control components into a single product, such as a thermostat or humidistat. A unitary control element provides a housing for an aggregation of control or electrical distribution elements that, in combination, perform a singular (unitary) purpose. Each item in the aggregation may have its own geometric representation and location.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req747,Which properties has an actuator?,Fail position and manual override.,LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req748,What is a protective device tripping unit?,A protective device tripping unit breaks an electrical circuit at a separate breaking unit when a stated electric current that passes through the unit is exceeded.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req749,What is an audio visual appliance?,"An audio-visual appliance is a device that displays, captures, transmits, or receives audio or video. Audio-visual appliances may be fixed in place or may be able to be moved from one space to another. They may require an electrical supply that may be supplied either by an electrical circuit or provided from a local battery source. Audio-visual appliances may be connected to data circuits including specialist circuits for audio visual purposes only.",LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req750,What is a communication appliance?,A communications appliance transmits and receives electronic or digital information as data or sound. Communication appliances may be fixed in place or may be able to be moved from one space to another. Communication appliances require an electrical supply that may be supplied either by an electrical circuit or provided from a local battery source.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req751,What is an electric appliance?,An electric appliance is a device intended for consumer usage that is powered by electricity. Electric appliances may be fixed in place or may be able to be moved from one space to another. Electric appliances require an electrical supply that may be supplied either by an electrical circuit or provided from a local battery source.,LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req752,What is an electric flow storage device?,An electric flow storage device is a device in which electrical energy is stored and from which energy may be progressively released.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req753,What is an electric generator?,An electric generator is an engine that is a machine for converting mechanical energy into electrical energy.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req754,What is an electric motor?,An electric motor is an engine that is a machine for converting electrical energy into mechanical energy.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req755,What is an electric time control?,An electric time control is a device that applies control to the provision or flow of electrical energy over time.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req756,What is a lamp?,A lamp is an artificial light source such as a light bulb or tube.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req757,What is an outlet?,"An outlet is a device installed at a point to receive one or more inserted plugs for electrical power or communications. Power outlets are commonly connected within a junction box; data outlets may be directly connected to a wall. For power outlets sharing the same circuit within a junction box, the ports should indicate the logical wiring relationship to the enclosing junction box, even though they may be physically connected to a cable going to another outlet, switch, or fixture.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req758,What is a protective device?,"A protective device breaks an electrical circuit when a stated electric current that passes through it is exceeded. A protective device provides protection against electrical current only (not as a general protective device). It may be used to represent the complete set of elements including both the tripping unit and the breaking unit that provide the protection. This may be particularly useful at earlier stages of design where the approach to breaking the electrical supply may be determined but the method of tripping may not. Alternatively, this entity may be used to specifically represent the breaking unit alone (in which case the tripping unit will also be specifically identified). This entity is specific to dedicated protective devices and excludes electrical outlets that may have circuit protection.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req759,What is a solar device?,A solar device converts solar radiation into other energy such as electric current or thermal energy.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req760,What is a switching device?,"A switch is used in a cable distribution system (electrical circuit) to control or modulate the flow of electricity. Switches include those used for electrical power, communications, audio-visual, or other distribution system types as determined by the available ports.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req761,What is a transformer?,"A transformer is an inductive stationary device that transfers electrical energy from one circuit to another. A transformer is used to transform electric power; conversion of electric signals for other purposes is handled at other entities: a controller converts arbitrary signals, an audio visual appliance converts signals for audio or video streams, and a communications appliance converts signals for data or other communications usage.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req762,Which properties has a protective device tripping unit?,Standard and limiting terminal size.,LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req763,Which properties has an audio visual appliance?,Media source and audio volume.,LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req764,Which properties has an electric flow storage device?,"Nominal supply voltage, nominal supply voltage offset, and nominal frequency.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req765,Which properties has an electric generator?,"Electric generator efficiency, start current factor, and maximum power output.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req766,Which properties has an electric motor?,"Maximum power output, electric motor efficiency, start current factor, starting time, TE time, locked rotor current, motor enclosure type, frame size, whether the motor enclosure is guarded, and whether the motor has part winding.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req767,Which properties has a lamp?,"Contributed luminous flux, light emitter nominal power, lamp maintenance factor, lamp ballast type, lamp compensation type, colour appearance, spectrum, colour temperature, and colour rendering index.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req768,Which properties has an outlet?,Whether the outlet accepts a loose plug connection and the number of sockets.,LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req769,Which properties has a switching device?,"Number of gangs, switch function, whether it has a key operated lock, whether there is an illuminated indicator to show that the switch is on, legend, and set point.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req770,Which properties has a transformer?,"Primary voltage, secondary voltage, primary current, secondary current, primary frequency, secondary frequency, primary apparent power, secondary apparent power, maximum apparent power, secondary current type, short circuit voltage, real impedance ratio, imaginary impedance ratio, transformer vector group, whether the neutral point of the primary winding is available as a terminal, and whether the neutral point of the secondary winding is available as a terminal.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req771,What is an air to air heat recovery?,"An air-to-air heat recovery device employs a counter-flow heat exchanger between inbound and outbound air flow. It is typically used to transfer heat from warmer air in one chamber to cooler air in the second chamber (i.e., typically used to recover heat from the conditioned air being exhausted and the outside air being supplied to a building), resulting in energy savings from reduced heating (or cooling) requirements.",LSP-OP-DP-EN,https://w3id.org/def/saref4bldg#
req772,What is a burner?,"A burner is a device that converts fuel into heat through combustion. It includes gas, oil, and wood burners.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req773,What is a chiller?,"A chiller is a device used to remove heat from a liquid via a vapor-compression or absorption refrigeration cycle to cool a fluid, typically water or a mixture of water and glycol. The chilled fluid is then used to cool and dehumidify air in a building.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req774,What is a boiler?,"A boiler is a closed, pressure-rated vessel in which water or other fluid is heated using an energy source such as natural gas, heating oil, or electricity. The fluid in the vessel is then circulated out of the boiler for use in various processes or heating applications. A boiler is a vessel solely used for heating of water or other fluids. Storage vessels, such as for drinking water storage are considered as tanks.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req775,What is a coil?,"A coil is a device used to provide heat transfer between non-mixing media. A common example is a cooling coil, which utilizes a finned coil in which circulates chilled water, antifreeze, or refrigerant that is used to remove heat from air moving across the surface of the coil. A coil may be used either for heating or cooling purposes by placing a series of tubes (the coil) carrying a heating or cooling fluid into an airstream. The coil may be constructed from tubes bundled in a serpentine form or from finned tubes that give an extended heat transfer surface. Coils may also be used for non-airflow cases such as embedded in a floor slab.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req776,What is a compressor?,A compressor is a device that compresses a fluid typically used in a refrigeration circuit.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req777,What is a condenser?,"A condenser is a device that is used to dissipate heat, typically by condensing a substance such as a refrigerant from its gaseous to its liquid state.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req778,What is a cooled beam?,"A cooled beam (or chilled beam) is a device typically used to cool air by circulating a fluid such as chilled water through exposed finned tubes above a space. Typically mounted overhead near or within a ceiling, the cooled beam uses convection to cool the space below it by acting as a heat sink for the naturally rising warm air of the space. Once cooled, the air naturally drops back to the floor where the cycle begins again.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req779,What is a cooling tower?,A cooling tower is a device which rejects heat to ambient air by circulating a fluid such as water through it to reduce its temperature by partial evaporation.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req780,What is a damper?,A damper typically participates in an HVAC duct distribution system and is used to control or modulate the flow of air.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req781,What is a duct silencer?,"A duct silencer is a device that is typically installed inside a duct distribution system for the purpose of reducing the noise levels from air movement, fan noise, etc. in the adjacent space or downstream of the duct silencer device.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req782,What is an engine?,An engine is a device that converts fuel into mechanical energy through combustion.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req783,What is an evaporative cooler?,An evaporative cooler is a device that cools air by saturating it with water vapour.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req784,What is an evaporator?,An evaporator is a device in which a liquid refrigerant is vaporized and absorbs heat from the surrounding fluid.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req785,What is a fan?,A fan is a device which imparts mechanical work on a gas. A typical usage of a fan is to induce airflow in a building services air distribution system.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req786,What is a filter?,A filter is an apparatus used to remove particulate or gaseous matter from fluids and gases.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req787,What is a flow meter?,A flow meter is a device that is used to measure the flow rate in a system.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req788,What is a heat exchanger?,"A heat exchanger is a device used to provide heat transfer between non-mixing media such as plate and shell and tube heat exchangers. A heat exchanger is commonly used on water-side distribution systems to recover energy from a liquid to another liquid (typically water-based), whereas an air-to-air heat recovery is commonly used on air-side distribution systems to recover energy from a gas to a gas (usually air).",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req789,What is a humidifier?,A humidifier is a device that adds moisture into the air.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req790,What is a medical device?,"A medical device is attached to a medical piping system and operates upon medical gases to perform a specific function. Medical gases include medical air, medical vacuum, oxygen, carbon dioxide, nitrogen, and nitrous oxide.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req791,What is a pump?,A pump is a device which imparts mechanical work on fluids or slurries to move them through a channel or pipeline. A typical use of a pump is to circulate chilled water or heating hot water in a building services distribution system.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req792,What is a space heater?,"Space heaters utilize a combination of radiation and/or natural convection using a heating source such as electricity, steam or hot water to heat a limited space or area.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req793,What is a tank?,A tank is a vessel or container in which a fluid or gas is stored for later use.,LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req794,What is a tube bundle?,"A tube bundle is a device consisting of tubes and bundles of tubes used for heat transfer and contained typically within other energy conversion devices, such as a chiller or coil.",LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req795,What is a unitary equipment?,"Unitary equipment typically combine a number of components into a single product, such as air handlers, pre-packaged rooftop air-conditioning units, heat pumps, and split systems.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req796,What is a valve?,A valve is used in a building services piping distribution system to control or modulate the flow of the fluid.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req797,What is a vibration isolator?,A vibration isolator is a device used to minimize the effects of vibration transmissibility in a building.,LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req798,Which properties has an air to air heat recovery?,"Heat transfer type, whether it has defrost function or not, operational temperature range, primary air flow rate range, and secondary air flow rate range.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req799,Which properties has a burner?,Energy source.,LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req800,Which properties has a chiller?,"Nominal capacity, nominal efficiency, nominal condensing temperature, nominal evaporating temperature, nominal heat rejection rate, nominal power consumption.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req801,Which properties has a boiler?,"Pressure rating, operating mode, heat transfer surface area, nominal part load ratio, water inlet temperature range, water storage capacity, whether it is a water storage heater, outlet temperature range, nominal energy consumption, and energy source.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req802,Which properties has a coil?,"Operational temperature range, air flow rate range, nominal sensible capacity, nominal latent capacity, nominal UA, and placement type.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req803,Which properties has a compressor?,"Power source, refrigerant class, minimum part load ratio, maximum part load ratio, compressor speed, nominal capacity, ideal capacity, ideal shaft power, whether it has hot gas bypass, and impeller diameter.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req804,Which properties has a condenser?,"Refrigerant class, external surface area, internal surface area, internal refrigerant volume, internal water volume, nominal heat transfer area, nominal heat transfer coefficient.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req805,Which properties has a cooled beam?,"Whether it is free hanging, water flow control system type, water pressure range, nominal cooling capacity, nominal surrounding temperature cooling, nominal surrounding humidity cooling, nominal supply water temperature cooling, nominal return water temperature cooling, nominal water flow cooling, nominal heating capacity, nominal surrounding temperature heating, nominal supply water temperature heating, nominal return water temperature heating, nominal water flow heating, integrated lighting type, pipe connection, finish colour, coil length, and coil width.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req806,Which properties has a cooling tower?,"Nominal capacity, circuit type, flow arrangement, spray type, capacity control, control strategy, number of cells, basin reserve volume, lift elevation difference, water requirement, operation temperature range, ambient design dry bulb temperature, ambient design wet bulb temperature.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req807,Which properties has a damper?,"Operation, orientation, blade thickness, blade action, blade shape, blade edge, number of blades, face area, maximum air flow rate, temperature range, maximum working pressure, temperature rating, nominal air flow rate, open pressure drop, leakage fully closed, frame type, frame depth, frame thickness, and close off rating.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req808,Which properties has a duct silencer?,"Hydraulic diameter, length, weight, air flow rate range, working pressure range, temperature range, and has exterior insulation.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req809,Which properties has an engine?,Energy source.,LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req810,Which properties has an evaporative cooler?,"Flow arrangement, heat exchange area, operational temperature range, and water requirement.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req811,Which properties has an evaporator?,"Evaporation medium type, evaporation coolant, refrigerant class, external surface area, internal surface area, internal refrigerant volume, internal water volume, nominal heat transfer area, and nominal heat transfer coefficient.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req812,Which properties has a fan?,"Motor drive type, capacity control type, operation temperature range, nominal air flow rate, nominal total pressure, nominal static pressure, nominal rotation speed, nominal power rate, operational riterial.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req813,Which properties has a filter?,"Weight, initial resistance, final resistance, operation temperature range, flow rate range, nominal filter face velocity, nominal media surface velocity, nominal pressure drop, nominal flow rate, nominal particle geometric mean diameter, and nominal particle geometric standard deviation.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req814,Which properties has a flow meter?,Read out type and remote reading.,LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req815,Which properties has a heat exchanger?,Arrangement.,LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req816,Which properties has a humidifier?,"Application, weight, nominal moisture gain, nominal air flow rate, internal control, and water requirement.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req817,Which properties has a pump?,"Flow rate range, flow resistance range, connection size, temperature range, net positive suction head, and nominal rotation speed.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req818,Which properties has a space heater?,"Placement type, temperature classification, heat transfer dimension, heat transfer medium, energy source, body mass, thermal mass heat capacity, output capacity, thermal efficiency, number of panels, number of sections.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req819,Which properties has a tank?,"Access type, storage type, nominal length or diameter, nominal width or diameter, nominal depth, nominal capacity, effective capacity, operating weight, pattern type, end shape type, first curvature radius, second curvature radius, number of sections.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req820,Which properties has a tube bundle?,"Number of rows, staggered row spacing, in line row spacing, number of circuits, fouling factor, thermal conductivity, length, volume, nominal diameter, outside diameter, inside diameter, horizontal spacing, vertical spacing, has turbulator.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req821,Which properties has a valve?,"Valve pattern, valve operation, valve mechanism, size, test pressure, working pressure, flow coefficient, and close off rating.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req822,Which properties has a vibration isolator?,"Vibration transmissibility, isolator static deflection, isolator compressibility, height, and maximum supported weight.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req823,What is a fire suppression terminal?,"A fire suppression terminal has the purpose of delivering a fluid (gas or liquid) that will suppress a fire. A fire suppression terminal provides for all forms of sprinkler, spreader and other form of terminal that is connected to a pipework system and intended to act in the role of suppressing a fire.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req824,What is an interceptor?,"An interceptor is a device designed and installed in order to separate and retain deleterious, hazardous or undesirable matter while permitting normal sewage or liquids to discharge into a collection system by gravity.",LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req825,What is a sanitary terminal?,"A sanitary terminal is a fixed appliance or terminal usually supplied with water and used for drinking, cleaning or foul water disposal or that is an item of equipment directly used with such an appliance or terminal.",LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req826,Which properties has an interceptor?,"Nominal body length, nominal body width, nominal body depth, inlet connection size, outlet connection size, cover length, cover width, ventilating pipe size.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
req827,What is an energy conversion device?,The distribution flow element energy conversion device defines the occurrence of a device used to perform energy conversion or heat transfer and typically participates in a flow distribution system.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req828,What is a flow controller?,The distribution flow element flow controller defines the occurrence of elements of a distribution system that are used to regulate flow through a distribution system.,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req829,What is a flow moving device?,"The distribution flow element flow moving device defines the occurrence of an apparatus used to distribute, circulate or perform conveyance of fluids, including liquids and gases (such as a pump or fan), and typically participates in a flow distribution system.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req830,What is a flow storage device?,The distribution flow element flow storage device defines the occurrence of a device that participates in a distribution system and is used for temporary storage (such as a tank).,LSP-OP-EN,https://w3id.org/def/saref4bldg#
req831,What is a flow terminal?,"The distribution flow element flow terminal defines the occurrence of a permanently attached element that acts as a terminus or beginning of a distribution system (such as an air outlet, drain, water closet, or sink). A terminal is typically a point at which a system interfaces with an external environment.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req832,What is a flow treatment device?,"The distribution flow element flow treatment device defines the occurrence of a device typically used to remove unwanted matter from a fluid, either liquid or gas, and typically participates in a flow distribution system.",LSP-OP-EN,https://w3id.org/def/saref4bldg#
req833,What is a transport element?,"A transport element is a generalization of all transport related objects that move people, animals or goods within a building or building complex.",LSP-DC-SC-EN,https://w3id.org/def/saref4bldg#
req834,Which properties has a transport element?,"Capacity people, capacity weight, and fire exit.",LSP-OP-DP-PW-EN,https://w3id.org/def/saref4bldg#
